0.00020722	0.00021406	0.00021056	0.00020799	0.00019844	0.00021129	0.00018067	0.00019934	0.00019291	0.00019042	0.00019056	0.00022432	0.00021591	0.00019875	0.00020485	0.00020152	0.00020969	0.00021338	0.00019841	0.00022262
0.00020856	0.0002266	0.00021386	0.00021978	0.00021655	0.00022175	0.00018795	0.00020517	0.00019412	0.00020205	0.00019247	0.0002245	0.0002219	0.00021438	0.00021212	0.00022113	0.00021931	0.00022433	0.00019316	0.00023506
0.00015287	0.00016908	0.00014642	0.00016046	0.00015446	0.00015781	0.00014084	0.0001492	0.00013182	0.00015038	0.00014211	0.00015981	0.00015388	0.00014877	0.00016048	0.00016072	0.00015873	0.00015922	0.00014391	0.00018327
0.00024973	0.00028653	0.00025114	0.00027241	0.00025176	0.00027117	0.00023737	0.00025772	0.00022722	0.00024007	0.00023232	0.00026131	0.00026467	0.00024712	0.00027894	0.00026342	0.00025964	0.00026772	0.00024255	0.00031321
9.8009e-05	9.2284e-05	9.9719e-05	9.6625e-05	9.2282e-05	9.941e-05	9.2827e-05	9.2528e-05	9.4875e-05	8.4425e-05	8.6894e-05	9.798e-05	0.00010131	9.5218e-05	0.0001015	9.2302e-05	0.00010356	0.00010338	0.00010025	0.00010271
0.00014749	0.00016128	0.00015365	0.00015457	0.00015122	0.00015379	0.00013607	0.00014859	0.00014102	0.00013873	0.00013739	0.00015968	0.00015763	0.00014769	0.00015085	0.00014936	0.00015397	0.00015434	0.00014223	0.00015859
0.0022181	0.001708	0.001079	0.0014788	0.0023536	0.00068987	0.0024214	0.00091492	0.0023996	0.0010146	0.0011339	0.0018135	0.00092719	0.0014096	0.001604	0.00086838	0.0025668	0.0023692	0.0011125	0.0014741
0.00015054	0.00015877	0.00015277	0.00015144	0.00014774	0.00015269	0.00013582	0.00014583	0.00014043	0.00013895	0.00013974	0.00015909	0.00015456	0.00014503	0.00015142	0.00014428	0.00015496	0.00015509	0.00014544	0.00015774
0.00026474	0.00026355	0.0002552	0.00026501	0.00025297	0.00025803	0.00023431	0.00025275	0.00023898	0.00023019	0.00023936	0.00026835	0.00026157	0.00024701	0.00025172	0.00025535	0.00026865	0.00025346	0.00025108	0.00027504
0.00034888	0.0021208	0.0011931	0.0033354	0.00039939	0.0026566	0.0015806	0.0035083	0.0019729	0.0010293	0.001756	0.0019507	0.0025155	0.0011248	0.0029763	0.00095615	0.00045745	0.0012901	0.00046939	0.0025082
0.00010841	0.00011806	0.00011114	0.00011443	0.00010916	0.00011138	0.00010141	0.00010945	0.00010309	0.00010168	0.00010132	0.00011708	0.00011427	0.00010769	0.00011145	0.00011087	0.0001134	0.00011346	0.00010618	0.00011703
0.00019876	0.00021267	0.00020553	0.00020455	0.00019496	0.00020713	0.00018486	0.00019663	0.00019167	0.00018266	0.00018855	0.00021449	0.00021241	0.0001958	0.00020301	0.00019327	0.00020459	0.00020655	0.00019047	0.00021027
0.0015055	0.0016008	0.0024026	0.0025039	0.0018492	0.0019496	0.0014007	0.0013783	0.0016935	0.0019717	0.0016269	0.0013937	0.0023605	0.0012289	0.0024482	0.0022084	0.0020388	0.0019056	0.0019156	0.0012507
0.00018954	0.00020663	0.00018431	0.0002049	0.00019189	0.00020557	0.00018487	0.00019997	0.00018461	0.0001832	0.00017389	0.00021202	0.00018851	0.00018511	0.00018565	0.00018947	0.00019068	0.00019383	0.00017306	0.00018692
0.00011176	0.00012833	0.00011572	0.00011907	0.00011478	0.00011916	0.00010548	0.00011341	0.0001079	0.00011393	0.0001087	0.00011825	0.00012459	0.00011641	0.00011907	0.00011538	0.0001187	0.00012377	0.00011435	0.00013008
0.00015005	0.00016337	0.00015719	0.00015998	0.00014987	0.00015782	0.00014129	0.00015321	0.00014734	0.00014035	0.00014437	0.00016359	0.00016286	0.00014943	0.00015622	0.00015013	0.00015641	0.00015847	0.00014747	0.00015964
0.00013712	0.00014722	0.00014298	0.00014718	0.00013801	0.00014388	0.00012714	0.00013874	0.00013139	0.00012763	0.00012674	0.00015023	0.00015027	0.00013535	0.00014137	0.00013763	0.0001406	0.00014309	0.00013221	0.00014634
0.00016096	0.00068368	0.00023625	0.00062854	0.00048556	0.00032383	0.00042089	0.00065324	0.00063318	0.00061782	0.00044866	0.00043873	0.00025451	0.00031034	0.00064149	0.00049976	0.00026403	0.00028336	0.00067373	0.00044608
0.00018007	0.00019475	0.00018314	0.00018991	0.000177	0.00018699	0.00016423	0.00017883	0.00017011	0.00016783	0.00016717	0.00019163	0.00018714	0.0001768	0.00018882	0.00017935	0.00018746	0.00018581	0.00017459	0.00019377
0.00012177	0.00013101	0.00012514	0.00012635	0.00012152	0.00012693	0.00011294	0.00012012	0.00011702	0.00011346	0.0001161	0.00013045	0.0001303	0.0001186	0.00012693	0.00011874	0.00012584	0.00012787	0.00011814	0.00012816
0.00023766	0.00018405	0.00013798	0.00018315	0.00023143	0.00013748	0.00018104	0.0002346	0.00017217	0.00019958	0.00019921	0.00022074	0.00022612	0.00018995	0.00022893	0.00021505	0.00027641	0.00018371	0.00019601	0.0001344
