6.854335292182619499e-01,4.024428850141920644e-01,7.327401264410784432e-01,5.082102505594292552e-01,6.392016813520589036e-01,4.950720877772025741e-01,6.028054757284408982e-01,9.033065298848618196e-01,5.751637751265572529e-01,5.292851256607308263e-01
6.469779721877844114e-01,5.092091514628199755e-01,1.080810209443993919e-01,7.096048696311060278e-01,7.465866493832024053e-01,7.588778114068462921e-01,2.504494253723146824e-01,9.108355895682861414e-01,7.380557187644756212e-01,7.055784653860760480e-01
3.457842189154163304e-01,7.122579814691184508e-01,1.794994640594603508e-01,7.571478474080129972e-01,7.430917343412357656e-01,7.508423962660942808e-01,9.304272206600597839e-01,1.774162805798819853e-01,4.140360357698473770e-01,-9.464321515415981267e-02
9.480627489241664207e-01,4.390010222375798632e-01,7.040447959023043989e-01,1.030385663606386393e+00,8.019933181584417703e-01,1.067842758852578955e+00,6.309995842806991329e-01,3.513657349067941804e-01,6.595694668428436769e-01,7.815108892813467101e-01
8.109229138967919415e-01,6.947993964400164257e-01,7.870307399079178312e-01,3.884613888765676148e-01,5.925529079118146969e-01,5.062176054842352224e-01,2.996836116752711332e-01,4.873492740343551288e-01,1.935434943391979024e-01,4.901721159757619350e-01
5.401141652152650074e-01,3.141921332295161129e-01,4.570171423562520152e-01,7.170382926629847997e-01,5.695979377073474570e-01,1.057942482675914952e+00,7.450144033257717346e-01,3.594604885331233457e-01,4.592937918329241254e-01,3.952708304849746335e-01
3.527000997234784330e-01,5.644494265596856630e-01,5.105788421865182780e-01,1.058321057168401635e+00,9.002843358155995235e-01,3.778376220111535067e-01,6.980377977121814403e-01,9.370762305901828570e-01,6.209417675585389151e-01,5.774548138582423773e-01
7.859503305350857838e-01,5.986762389484951985e-01,1.023630982801036149e+00,8.235187998625317363e-01,2.266538132950335627e-01,4.734659622926536970e-01,6.249943441490966034e-01,3.121802923879019587e-01,7.823878896726264021e-01,6.305109909677408808e-01
5.602004884611024860e-01,5.808869285238964508e-01,6.413197059836412972e-01,9.343671740299006601e-01,4.223458158537040097e-01,7.410544717748964727e-01,1.077182092951827874e+00,4.757946755763900470e-01,6.068297073157091770e-01,6.967717991314038573e-01
9.387776217127100642e-01,4.004779014702120055e-01,4.643156361881654037e-01,8.770030395609875740e-01,6.871136608826819980e-01,4.744838461596470047e-01,8.286160478283567388e-01,7.298670373187751137e-01,4.182036650498913155e-01,6.358821902907114687e-01
7.871682906681540803e-01,7.319362830521174423e-01,1.077263489228772908e+00,3.555003305424527249e-01,2.454674548206952911e-01,6.311913981783195959e-01,2.757712535886118754e-01,4.647927826394341877e-01,5.061554313641757341e-01,6.739425691572775712e-01
8.785866404572985067e-01,5.211173816810792392e-01,9.338807753534505984e-01,5.624679399282170866e-01,8.479469140486614043e-01,8.417657072201448765e-01,8.209668577752470275e-01,4.010170175856377917e-01,4.234305127048547668e-01,5.165176957808650382e-01
4.067245175631732934e-01,3.742376739481583781e-01,4.072965301650303127e-01,8.681699938359441759e-01,5.311398979586025026e-01,3.191289981616999283e-01,4.535939716704308622e-01,1.104356252658634352e+00,3.294006286459335575e-01,6.975642805576300898e-01
2.412752884805639819e-01,7.379632380770824174e-01,3.533600622174754013e-01,4.182113711684437019e-01,7.536648062067374809e-01,4.312389589122992417e-01,9.499698428849373544e-01,1.156615419910457021e+00,5.527400264581115996e-01,6.900296780276404807e-01
6.981175406380205617e-01,-1.302386395647562234e-03,6.633516211115390027e-01,6.022042530026873175e-01,7.891552546773749066e-01,4.886562835645473779e-01,2.347786124427062027e-01,5.779674647665835607e-01,4.784582079878468286e-01,4.855744997498998572e-01
9.308204342220749439e-01,6.058251513488831508e-01,9.745497006470896784e-01,1.616798164331501586e-01,8.506901378081115350e-01,3.130519593504572096e-01,8.546504588247455514e-01,4.294120450177910664e-01,1.014609649151579474e+00,7.806399649738787749e-01
2.704373447854814261e-01,7.000976607235574745e-02,5.807742111209213132e-01,5.969844080861608226e-01,8.189392938730397642e-01,5.926904754295394540e-01,1.584269382670039084e-01,9.937601510701580265e-01,1.996215098130945109e-01,7.504759431452542318e-01
6.642505449061471001e-01,1.008564055009447680e+00,5.130601689184105529e-01,4.946472740580004634e-01,4.337234771457813554e-01,6.829973612399408145e-01,4.880951552602003640e-01,6.314756214813750379e-01,5.341839258381372302e-01,5.872229652400279276e-01
5.241722391952814419e-01,9.045674086695736360e-01,4.392587968025237766e-01,2.990259332430240669e-01,5.957624182189430462e-01,4.982373712743920491e-01,4.101158687981492079e-01,6.113367775602632781e-01,4.429613117631602259e-01,9.357876693385628331e-01
3.572032845108669696e-01,4.939936271541854329e-01,6.221825507760376378e-02,9.298302867132932636e-01,3.385437796517996034e-01,3.994780752051311778e-01,7.983226084217202034e-01,4.409125650276096708e-01,6.261183046788537654e-01,6.315314678380635760e-01
6.642639317891418926e-01,4.001988168519663436e-01,5.030593893000536720e-01,5.921629635163597749e-01,3.949459670973288761e-01,5.301835300005459661e-01,6.422483905896515521e-01,8.220602326767617596e-01,4.891959576255321962e-01,3.321985912017899611e-01
5.818420444932149715e-01,7.409300676284505949e-01,8.618461372317507418e-01,1.047251379672580862e+00,3.247364723319886015e-01,1.927802956769946729e-01,3.230935219238534883e-01,1.114478166012889959e+00,2.911133216113162558e-01,5.664768064703773476e-01
4.450962706467520569e-01,8.901275421865434412e-01,5.321534666712089967e-01,6.661006404791939284e-01,6.623570752983599652e-01,2.324849239078571050e-01,6.526587461118986688e-01,4.926151735397448772e-01,4.457410902930687424e-01,7.445054055638329338e-01
3.534462909884557580e-01,7.580915448496594600e-01,5.824487554290588287e-01,6.579007199169514264e-01,8.613046552714059834e-01,5.934000151603340267e-01,9.026709321692771848e-01,5.431556014244998121e-01,5.769121482691831337e-01,1.028662701032307281e+00
7.184351020924722997e-01,1.264699100664965770e-01,6.835638761001915364e-01,7.929586411083699993e-01,6.050421527222432649e-01,8.629743149302302463e-01,2.928517227145026602e-01,9.322867306959186084e-01,6.055215462301195561e-01,4.549986392093897103e-01
3.556712556382904400e-01,3.315178746086628880e-01,3.549174733583858043e-01,9.208310737826405079e-01,6.781954812016549594e-01,8.140581298553513090e-01,6.534602746406119600e-01,3.957649328865615046e-01,6.248201595569786715e-01,1.008858989911488035e-01
7.669464805773505978e-01,2.426483066480864537e-01,4.335445574297084881e-01,4.932109350148288218e-01,9.316606983853367163e-01,3.504207635442886382e-01,3.821945749931250913e-01,7.684849727743352510e-01,3.577474963300923405e-01,8.249353955559750595e-01
8.433177373275133615e-01,3.705208092393896258e-01,6.273831463639425454e-01,3.302989773799281936e-01,4.633042331718690288e-01,1.192493732878605828e+00,5.695687100832578231e-01,5.116321112563829709e-01,8.237125619782319497e-01,4.395982069885961407e-01
